time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-09T08:37:57.274Z,41.6731,143.4023,37.415,4.2,mb,62,118,0.388,0.48,us,us7000j33f,2023-01-09T12:44:48.040Z,"Hokkaido, Japan region",earthquake,6.27,5.189,0.082,41,reviewed,us,us
2023-01-09T08:17:04.259Z,-20.741,-178.7526,593.383,4.4,mb,67,82,3.344,0.74,us,us7000j33a,2023-01-09T13:23:29.040Z,"Fiji region",earthquake,12.82,9.096,0.067,64,reviewed,us,us
2023-01-09T07:53:12.013Z,28.94989014,-98.02286305,3.399210612,2.5,ml,26,50,0.03732552322,0.3,tx,tx2023apfq,2023-01-17T01:03:55.625Z,"southern Texas",earthquake,1.668432969,2.302805897,0.2,11,reviewed,tx,tx
2023-01-09T07:22:58.641Z,-7.1675,125.3648,441.234,4.3,mb,37,41,2.791,0.34,us,us7000j32x,2023-01-09T13:53:35.040Z,"155 km N of Dili, Timor Leste",earthquake,12.55,7.752,0.125,18,reviewed,us,us
2023-01-09T07:11:57.677Z,35.5454,25.8502,10,4.1,mb,57,116,1.961,0.44,us,us7000j32w,2023-01-09T15:19:27.617Z,"33 km NNE of Eloúnda, Greece",earthquake,7.75,1.918,0.107,24,reviewed,us,us
2023-01-09T06:24:17.232Z,-5.2463,153.3525,36.269,5.2,mb,79,76,1.582,0.52,us,us7000j32n,2023-01-09T09:02:27.040Z,"156 km SE of Kokopo, Papua New Guinea",earthquake,7.54,6.172,0.057,100,reviewed,us,us
2023-01-09T06:24:04.480Z,41.9789,-119.5431,2.9,2.6,ml,5,129,0.571,0.1551,nn,nn00854671,2023-01-13T13:43:53.040Z,"52 km ENE of Fort Bidwell, California",earthquake,,3.5,0.61,5,reviewed,nn,nn
2023-01-09T06:10:36.369Z,44.5287,-114.6635,17.344,2.6,ml,31,59,0.589,0.22,us,us7000j32l,2023-01-13T15:41:26.040Z,"34 km W of Challis, Idaho",earthquake,2.37,8.215,0.049,54,reviewed,us,us
2023-01-09T05:26:59.550Z,19.1756666666667,-155.501166666667,31.27,2.7,ml,51,101,,0.11,hv,hv73299727,2023-01-13T21:48:05.915Z,"Island of Hawaii, Hawaii",earthquake,0.41,0.58,0.17623155730363,31,reviewed,hv,hv
2023-01-09T04:48:16.893Z,36.5315,70.9571,193.763,4,mb,52,73,2.526,0.83,us,us7000j329,2023-01-24T06:12:14.040Z,"Hindu Kush region, Afghanistan",earthquake,8.21,7.47,0.095,30,reviewed,us,us
2023-01-09T04:35:53.887Z,-14.7608,166.9993,14.712,4.4,mb,23,145,0.71,0.82,us,us7000j5gc,2023-01-24T05:52:16.040Z,"32 km NNW of Port-Olry, Vanuatu",earthquake,8.73,6.185,0.13,17,reviewed,us,us
2023-01-09T04:33:36.909Z,-9.0802,123.9138,117.27,4.1,mb,8,158,0.756,0.82,us,us7000j5gb,2023-01-24T05:43:59.040Z,"53 km WNW of Pante Makasar, Timor Leste",earthquake,11.96,8.645,0.301,3,reviewed,us,us
2023-01-09T03:45:28.566Z,-9.0024,124.1028,102.413,4.4,mb,30,99,0.765,0.8,us,us7000j325,2023-01-24T05:38:16.529Z,"Timor region",earthquake,7.15,7.987,0.127,18,reviewed,us,us
2023-01-09T02:50:39.199Z,40.3766,19.4481,15.967,4.1,mb,39,100,0.652,1.34,us,us7000j31z,2023-01-24T05:27:12.244Z,"6 km NNW of Orikum, Albania",earthquake,1.6,5.893,0.174,9,reviewed,us,us
2023-01-09T02:39:30.010Z,-14.8832,166.6408,10,4.4,mb,22,117,0.781,0.65,us,us7000j5g4,2023-01-24T05:13:15.040Z,"49 km WNW of Port-Olry, Vanuatu",earthquake,4.87,1.91,0.139,15,reviewed,us,us
2023-01-09T02:05:20.146Z,-24.0611,-67.0607,202.486,4.2,mb,30,64,1.507,0.74,us,us7000j31u,2023-01-24T05:00:24.040Z,"77 km WNW of San Antonio de los Cobres, Argentina",earthquake,9.88,9.181,0.264,4,reviewed,us,us
2023-01-09T02:02:10.199Z,31.60753993,-103.9702739,8.329602051,2.7,ml,22,51,0.003393529597,0.1,tx,tx2023aoub,2023-01-24T04:55:30.040Z,"36 km NNW of Toyah, Texas",earthquake,0.4395366749,0.5124671577,0.1,12,reviewed,tx,tx
2023-01-09T01:48:00.142Z,-14.9463,166.7685,10,5,mb,61,72,0.651,0.53,us,us7000j31r,2023-01-24T04:49:20.040Z,"34 km WNW of Port-Olry, Vanuatu",earthquake,3.78,1.864,0.081,49,reviewed,us,us
2023-01-09T01:46:13.087Z,-14.9141,166.9082,30.524,5.2,mb,122,30,0.602,0.56,us,us7000j31q,2023-01-24T04:31:02.040Z,"22 km NW of Port-Olry, Vanuatu",earthquake,7.31,3.787,0.06,91,reviewed,us,us
2023-01-09T00:37:38.264Z,-14.9368,166.7335,37.928,4.8,mb,33,111,0.68,0.53,us,us7000j5g2,2023-01-23T03:45:25.040Z,"Vanuatu",earthquake,10.69,7.551,0.128,19,reviewed,us,us
2023-01-09T00:09:37.029Z,-14.9974,166.7066,36.037,4.2,mb,22,105,0.656,0.58,us,us7000j5g6,2023-01-23T03:40:33.040Z,"39 km W of Port-Olry, Vanuatu",earthquake,8.21,6.936,0.237,5,reviewed,us,us
2023-01-08T22:54:19.247Z,-8.698,122.8654,125.934,4,mb,15,88,0.624,0.59,us,us7000j593,2023-01-23T03:33:17.040Z,"72 km E of Maumere, Indonesia",earthquake,9.27,6.162,0.231,5,reviewed,us,us
2023-01-08T22:33:21.160Z,37.058,71.3902,117.646,4.6,mb,26,91,2.443,0.7,us,us7000j31e,2023-01-23T02:56:25.040Z,"Hindu Kush region, Afghanistan",earthquake,7.82,9.469,0.192,10,reviewed,us,us
2023-01-08T22:20:11.475Z,28.93890381,-98.03733915,4.915405273,3.4,ml,18,55,0.05054384154,0.3,tx,tx2023aoms,2023-01-09T19:57:41.737Z,"5 km SSW of Falls City, Texas",earthquake,1.472975874,2.428049012,0.1,12,reviewed,tx,tx
2023-01-08T21:47:29.447Z,31.006442,-103.6457569,10.70759277,3.2,ml,27,72,0.1321547252,0.2,tx,tx2023aolq,2023-01-09T16:39:26.312Z,"9 km ENE of Balmorhea, Texas",earthquake,0.7987093694,1.515827338,0.2,21,reviewed,tx,tx
2023-01-08T21:12:18.189Z,-15.0776,166.9387,34.436,4.6,mb,31,55,0.447,0.74,us,us7000j58z,2023-01-23T02:44:26.040Z,"14 km WSW of Port-Olry, Vanuatu",earthquake,8.01,4.235,0.129,18,reviewed,us,us
2023-01-08T20:56:34.389Z,-15.191,166.9059,36.526,4.4,mb,14,80,0.384,0.69,us,us7000j590,2023-01-23T23:13:44.040Z,"24 km SW of Port-Olry, Vanuatu",earthquake,3.07,8.42,0.203,7,reviewed,us,us
2023-01-08T20:23:58.691Z,-21.0474,-68.6382,128.382,4.3,mwr,25,73,0.793,1.11,us,us7000j314,2023-01-23T22:55:44.040Z,"158 km N of Calama, Chile",earthquake,6.46,1.851,,,reviewed,us,guc
2023-01-08T20:02:04.863Z,1.5351,128.2597,81.403,4.3,mb,29,117,1.171,0.48,us,us7000j58p,2023-01-23T22:49:30.040Z,"Halmahera, Indonesia",earthquake,9.29,6.299,0.133,16,reviewed,us,us
2023-01-08T19:57:15.995Z,-8.8992,-108.538,10,4.6,mb,18,110,18.146,0.63,us,us7000j58n,2023-01-23T21:57:21.040Z,"central East Pacific Rise",earthquake,13.49,1.877,0.151,13,reviewed,us,us
2023-01-08T19:47:02.832Z,-15.1262,166.6284,10,4.4,mb,14,156,5.838,1.08,us,us7000j592,2023-01-23T19:53:19.040Z,"Vanuatu",earthquake,7.1,1.931,0.269,4,reviewed,us,us
2023-01-08T19:38:29.302Z,14.6033,144.2877,8.225,4.3,mb,13,130,1.155,0.44,us,us7000j58m,2023-01-23T19:36:49.040Z,"133 km NNW of Asan-Maina Village, Guam",earthquake,10.24,5.103,0.238,5,reviewed,us,us
2023-01-08T19:35:55.290Z,17.8228333333333,-66.907,12.23,2.51,md,12,263,0.1537,0.15,pr,pr71391708,2023-01-08T20:18:23.440Z,"Puerto Rico region",earthquake,0.74,0.73,0.0570219273196515,7,reviewed,pr,pr
2023-01-08T19:31:29.435Z,60.4692,-152.0598,89.4,2.7,ml,,,,0.58,ak,ak023djspu9,2023-01-25T16:14:23.040Z,"42 km W of Kalifornsky, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-08T19:28:46.781Z,-33.0169,-71.356,55.979,4.3,mwr,38,69,0.245,0.28,us,us7000j30u,2023-01-23T19:12:34.857Z,"3 km NNE of Villa Alemana, Chile",earthquake,2.67,4.873,0.065,23,reviewed,us,us
2023-01-08T18:32:24.317Z,-25.8928,179.8259,492.273,4.6,mb,58,124,8.274,0.9,us,us7000j30q,2023-01-23T19:00:09.040Z,"south of the Fiji Islands",earthquake,13.49,6.978,0.088,39,reviewed,us,us
2023-01-08T18:29:12.038Z,55.3675,-154.0944,11.5,2.6,ml,,,,0.53,ak,ak023dj6tgq,2023-01-26T02:08:16.447Z,"175 km S of Akhiok, Alaska",earthquake,,3.2,,,reviewed,ak,ak
2023-01-08T18:16:20.124Z,-15.131,166.9092,43.662,4.6,mb,36,153,5.941,0.71,us,us7000j58y,2023-01-23T18:44:40.040Z,"20 km WSW of Port-Olry, Vanuatu",earthquake,5.95,7.028,0.108,26,reviewed,us,us
2023-01-08T18:11:46.508Z,60.2086,-152.4404,87.6,3.6,ml,,,,0.83,ak,ak023dj3181,2023-01-26T02:08:15.651Z,"46 km WNW of Ninilchik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-08T17:15:08.903Z,-15.1071,166.7275,35,5,mb,87,38,5.892,0.82,us,us7000j30e,2023-01-18T18:06:15.040Z,"37 km W of Port-Olry, Vanuatu",earthquake,8.46,1.835,0.073,60,reviewed,us,us
2023-01-08T17:12:57.253Z,-24.2781,179.9441,489.216,4.4,mb,43,67,5.444,1.11,us,us7000j309,2023-01-19T21:57:40.040Z,"south of the Fiji Islands",earthquake,12.66,3.981,0.104,27,reviewed,us,us
2023-01-08T16:49:21.794Z,-15.2096,166.8575,35,4.7,mb,21,158,5.849,0.99,us,us7000j305,2023-01-08T17:15:14.040Z,"29 km SW of Port-Olry, Vanuatu",earthquake,6.38,1.943,0.123,20,reviewed,us,us
2023-01-08T16:36:15.920Z,51.9785,-176.0136,126.7,2.5,ml,,,,0.37,ak,ak023di1gzo,2023-01-26T02:08:15.463Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-01-08T16:28:14.735Z,37.7857,126.2032,13.218,3.6,ml,8,242,0.454,0.89,us,us7000j304,2023-01-10T03:59:14.694Z,"14 km SSE of Yŏnan-ŭp, North Korea",earthquake,4.55,7.596,0.148,6,reviewed,us,us
2023-01-08T15:33:39.351Z,-15.2982,166.4209,35,4.6,mb,16,121,5.605,0.94,us,us7000j2zt,2023-01-08T17:10:16.040Z,"75 km WSW of Port-Olry, Vanuatu",earthquake,7.64,1.926,0.141,15,reviewed,us,us
2023-01-08T15:06:29.739Z,-15.1966,166.935,35,4.6,mb,16,161,5.892,0.74,us,us7000j58t,2023-01-20T21:10:18.040Z,"22 km SW of Port-Olry, Vanuatu",earthquake,14.62,1.911,0.165,11,reviewed,us,us
2023-01-08T15:03:20.821Z,-15.1089,166.8434,35,4.8,mb,18,130,5.935,0.41,us,us7000j58r,2023-01-20T21:06:10.040Z,"25 km WSW of Port-Olry, Vanuatu",earthquake,10.83,1.941,0.185,9,reviewed,us,us
2023-01-08T14:11:27.791Z,-15.1022,166.8217,35,4.1,mb,10,157,5.932,0.73,us,us7000j58g,2023-01-20T21:01:10.040Z,"Vanuatu",earthquake,15.13,1.918,0.303,3,reviewed,us,us
2023-01-08T14:09:02.779Z,55.9716,162.636,49.284,4.6,mb,52,130,3.759,0.81,us,us7000j2zp,2023-01-08T17:05:12.040Z,"30 km SSE of Ust’-Kamchatsk Staryy, Russia",earthquake,9.13,7.245,0.057,91,reviewed,us,us
2023-01-08T14:07:47.695Z,31.15251661,-103.7240474,9.57644043,2.6,ml,22,69,0.1127213377,0.2,tx,tx2023anwm,2023-01-11T00:21:57.001Z,"western Texas",earthquake,0.8655445049,1.540711246,0.1,27,reviewed,tx,tx
2023-01-08T14:04:46.717Z,31.61160046,-103.9577843,6.028735352,2.5,ml,14,72,0.00947421983,0,tx,tx2023anwk,2023-01-11T00:06:22.118Z,"western Texas",earthquake,0.4586344528,0.7292624840000002,0.2,12,reviewed,tx,tx
2023-01-08T13:50:08.737Z,-15.1521,166.7046,35,4.7,mb,22,86,5.842,0.94,us,us7000j2zj,2023-01-08T14:09:41.040Z,"Vanuatu",earthquake,6.91,1.957,0.133,17,reviewed,us,us
2023-01-08T13:48:00.547Z,-21.0805,-176.4039,213.302,4.2,mb,18,109,1.124,1.02,us,us7000j58b,2023-01-20T20:56:04.040Z,"123 km W of Haveluloto, Tonga",earthquake,13.85,10.564,0.152,12,reviewed,us,us
2023-01-08T13:35:02.752Z,-15.1874,166.8996,35,4.4,mb,14,158,7.404,0.84,us,us7000j58l,2023-01-20T20:49:29.040Z,"24 km SW of Port-Olry, Vanuatu",earthquake,14.1,1.965,0.203,8,reviewed,us,us
2023-01-08T13:24:30.153Z,-15.1082,166.9271,35,4.8,mb,39,63,5.968,0.53,us,us7000j2ze,2023-01-08T13:59:00.040Z,"17 km WSW of Port-Olry, Vanuatu",earthquake,10.33,1.914,0.085,43,reviewed,us,us
2023-01-08T13:23:29.749Z,52.1964,179.3919,179.97,4.2,mb,18,185,2.444,0.41,us,us7000j58c,2023-01-26T01:38:16.006Z,"275 km W of Adak, Alaska",earthquake,9.95,15.18,0.132,16,reviewed,us,us
2023-01-08T13:14:57.823Z,-15.1061,166.8244,35,4.6,mb,21,148,5.93,1.23,us,us7000j58d,2023-01-20T20:37:04.040Z,"27 km WSW of Port-Olry, Vanuatu",earthquake,10.39,1.815,0.206,7,reviewed,us,us
2023-01-08T13:03:50.697Z,-15.1514,166.7468,35,4.8,mb,33,99,7.452,0.81,us,us7000j58k,2023-01-20T20:31:13.040Z,"37 km WSW of Port-Olry, Vanuatu",earthquake,6.75,1.843,0.103,29,reviewed,us,us
2023-01-08T13:02:32.206Z,-14.9874,166.8291,35,4.8,mb,19,116,6.04,0.71,us,us7000j589,2023-01-20T20:24:16.040Z,"26 km WNW of Port-Olry, Vanuatu",earthquake,11.38,1.855,0.196,10,reviewed,us,us
2023-01-08T12:59:04.071Z,-15.0166,166.6938,28.251,4.7,mb,37,156,5.962,0.47,us,us7000j588,2023-01-27T09:34:12.040Z,"40 km W of Port-Olry, Vanuatu",earthquake,11.32,5.598,0.101,30,reviewed,us,us
2023-01-08T12:51:28.586Z,-15.0113,166.6939,35,4.2,mb,13,85,5.967,0.26,us,us7000j597,2023-01-27T09:32:48.040Z,"40 km W of Port-Olry, Vanuatu",earthquake,10.79,1.713,0.236,5,reviewed,us,us
2023-01-08T12:49:04.608Z,-15.0854,166.6611,34.645,4.8,mb,31,156,5.887,0.55,us,us7000j587,2023-01-27T09:37:09.613Z,"Vanuatu",earthquake,7.29,5.99,0.103,29,reviewed,us,us
2023-01-08T12:48:16.164Z,-14.8069,166.7606,35,4.2,mb,22,157,6.18,0.68,us,us7000j596,2023-01-27T09:21:31.040Z,"42 km NW of Port-Olry, Vanuatu",earthquake,11.91,1.956,0.159,11,reviewed,us,us
2023-01-08T12:42:44.625Z,53.9135,-165.5983,79.28,3.4,ml,24,183,0.239,0.46,us,us6000jj9a,2023-01-27T06:58:48.040Z,"27 km SSE of Akutan, Alaska",earthquake,14.12,18.512,0.105,12,reviewed,us,us
2023-01-08T12:40:23.359Z,-14.968,166.8093,35,4.8,mb,22,112,6.05,0.4,us,us7000j594,2023-01-27T08:49:08.040Z,"29 km WNW of Port-Olry, Vanuatu",earthquake,8.82,1.876,0.155,13,reviewed,us,us
2023-01-08T12:32:42.219Z,-14.9383,166.8778,27.719,7,mww,111,36,6.103,0.59,us,us7000j2yw,2023-01-10T20:23:30.040Z,"23 km WNW of Port-Olry, Vanuatu",earthquake,6.59,3.997,0.056,31,reviewed,us,us
2023-01-08T11:31:32.827Z,-7.516,147.1755,54.823,4.4,mb,22,147,1.877,0.56,us,us7000j586,2023-01-27T07:52:54.040Z,"54 km ESE of Wau, Papua New Guinea",earthquake,6.12,9.185,0.144,14,reviewed,us,us
2023-01-08T10:44:59.725Z,38.6604,75.7027,10,4.2,mb,20,149,2.39,0.38,us,us7000j584,2023-01-27T07:25:34.040Z,"93 km SSW of Kashgar, China",earthquake,9.31,1.973,0.2,7,reviewed,us,us
2023-01-08T10:27:49.405Z,61.351,-149.5651,30.3,2.9,ml,,,,0.65,ak,ak023def02g,2023-01-25T21:08:56.371Z,"3 km N of Eagle River, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-08T10:22:40.092Z,53.2476,-164.453,19.907,4.8,mb,75,170,1.186,0.54,us,us7000j2yf,2023-01-26T01:38:15.085Z,"131 km SE of Akutan, Alaska",earthquake,6.73,5.215,0.07,63,reviewed,us,us
2023-01-08T10:00:42.480Z,19.2146,-155.4858,36.322,2.6,ml,24,180,0.036,0.36,us,us7000j2ya,2023-01-08T10:26:56.040Z,"1 km NNW of Pāhala, Hawaii",earthquake,3.29,3.051,0.056,42,reviewed,us,us
2023-01-08T10:00:31.054Z,-18.2202,-177.8804,507.318,4.3,mb,49,82,3.869,0.66,us,us7000j2yb,2023-01-08T10:22:07.040Z,"297 km E of Levuka, Fiji",earthquake,13.29,7.928,0.068,60,reviewed,us,us
2023-01-08T09:25:06.770Z,19.0355,-65.0655,22.51,2.87,md,5,277,0.6873,0.11,pr,pr71391648,2023-01-08T09:58:00.360Z,"Puerto Rico region",earthquake,1.12,12.43,0.276894455418957,4,reviewed,pr,pr
2023-01-08T09:19:05.903Z,51.5723,178.662,71.246,2.6,ml,16,230,0.388,0.37,us,us6000jj98,2023-01-27T06:52:06.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,11.35,19.012,0.148,6,reviewed,us,us
2023-01-08T08:58:40.240Z,18.9135,-64.7086666666667,42.57,3.39,md,5,308,0.5819,0.22,pr,pr71391643,2023-01-08T09:29:05.280Z,"Virgin Islands region",earthquake,1.65,3.78,0.0247207247244492,4,reviewed,pr,pr
2023-01-08T08:46:47.610Z,19.0226666666667,-65.0256666666667,10.57,3.28,md,16,272,0.6699,0.31,pr,pr71391633,2023-01-08T09:37:01.230Z,"76 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.81,2.69,0.16868728015472,10,reviewed,pr,pr
2023-01-08T08:35:08.330Z,17.9371666666667,-67.0256666666667,10.51,2.86,md,12,237,0.03663,0.16,pr,pr71391613,2023-01-08T09:13:41.810Z,"Puerto Rico region",earthquake,0.68,0.52,0.0721974525027664,8,reviewed,pr,pr
2023-01-08T07:54:36.080Z,18.9743333333333,-65.1248333333333,33.08,3.27,md,7,270,0.6389,0.07,pr,pr71391588,2023-01-12T01:59:44.990Z,"Virgin Islands region",earthquake,1.59,6.11,0.167951350166842,3,reviewed,pr,pr
2023-01-08T07:44:38.562Z,-9.1375,-108.3746,10,4.7,mb,55,113,26.05,0.53,us,us7000j2xu,2023-01-08T08:28:45.040Z,"central East Pacific Rise",earthquake,14.42,1.943,0.064,75,reviewed,us,us
2023-01-08T07:42:56.600Z,38.7941666,-122.7473297,-0.63,2.66,md,7,143,,0.25,nc,nc73829906,2023-01-08T10:04:12.171Z,"2km NNE of The Geysers, CA",earthquake,2.79,3.54,0.14,7,automatic,nc,nc
2023-01-08T07:28:30.306Z,63.2225,-150.6819,128.4,3.6,ml,,,,0.61,ak,ak023dcmvjq,2023-01-26T01:20:26.468Z,"63 km SE of Denali National Park, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-08T07:12:28.022Z,52.0288,-175.2156,99.7,2.7,ml,,,,0.39,ak,ak023dcjfxv,2023-01-25T19:29:10.103Z,"71 km WSW of Atka, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-08T06:59:38.660Z,19.0126,-65.0768,23,4.16,md,31,201,0.6691,0.18,pr,pr2023008000,2023-01-08T16:27:24.263Z,"75 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0.71,13.5,0.06,21,reviewed,pr,pr
2023-01-08T06:49:12.855Z,60.0457,-152.9715,113.4,2.6,ml,,,,0.66,ak,ak023dc5wlq,2023-01-25T19:29:09.212Z,"69 km ENE of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-08T06:39:55.744Z,-32.5324,57.1292,10,4.8,mb,46,59,11.384,0.46,us,us7000j2x7,2023-01-08T07:11:13.040Z,"Southwest Indian Ridge",earthquake,11.25,1.878,0.083,45,reviewed,us,us
2023-01-08T06:18:08.511Z,-44.6466,167.3898,12.931,4.5,mb,27,107,0.835,0.68,us,us7000j2wz,2023-01-08T07:10:16.226Z,"89 km NNW of Te Anau, New Zealand",earthquake,3.68,5.062,0.192,8,reviewed,us,us
2023-01-08T05:54:06.534Z,9.4284,-85.4572,36.554,4.5,mwr,79,135,0.991,0.94,us,us7000j2wv,2023-01-08T06:15:10.040Z,"50 km S of Sámara, Costa Rica",earthquake,7.31,7.192,0.055,32,reviewed,us,us
2023-01-08T05:22:59.886Z,52.3946,-169.5119,14.4,2.7,ml,,,,0.5,ak,ak023dbevlp,2023-01-25T19:29:08.351Z,"74 km SW of Nikolski, Alaska",earthquake,,2,,,reviewed,ak,ak
2023-01-08T04:38:01.297Z,53.3304,171.2831,35,2.9,ml,7,165,1.804,0.2,us,us7000j598,2023-01-19T03:53:11.040Z,"138 km WNW of Attu Station, Alaska",earthquake,9.81,1.989,0.181,4,reviewed,us,us
2023-01-08T03:37:44.088Z,-17.8,-178.6206,547.133,4.1,mb,16,58,4.472,0.4,us,us7000j582,2023-01-19T03:44:31.040Z,"220 km E of Levuka, Fiji",earthquake,13.25,8.597,0.174,9,reviewed,us,us
2023-01-08T02:49:01.299Z,59.7946,-142.334,15.7,2.7,ml,,,,0.89,ak,ak023d9s5g5,2023-01-26T01:20:25.622Z,"Gulf of Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-01-08T02:27:07.287Z,31.60435823,-103.9589637,7.764025879,2.5,ml,21,55,0.01055174158,0.1,tx,tx2023amzj,2023-01-09T22:05:48.166Z,"35 km NNW of Toyah, Texas",earthquake,0.4096034647,0.4369364806,0.2,16,reviewed,tx,tx
2023-01-08T02:04:19.513Z,-22.4016,-177.9185,361.272,4.1,mb,27,115,2.805,0.97,us,us7000j57r,2023-01-19T03:09:36.040Z,"south of the Fiji Islands",earthquake,11.49,8.518,0.14,14,reviewed,us,us
2023-01-08T02:03:02.307Z,16.3666,-93.951,108.345,4.1,mb,20,167,1.744,0.9,us,us7000j2w4,2023-01-08T02:46:54.040Z,"9 km NNE of Lázaro Cárdenas, Mexico",earthquake,6.32,15.138,0.13,16,reviewed,us,us
2023-01-08T01:16:25.680Z,37.0671,141.5081,42.781,4.6,mb,55,127,2.699,0.64,us,us7000j2vx,2023-01-09T20:04:32.496Z,"55 km E of Iwaki, Japan",earthquake,8.1,7.274,0.056,95,reviewed,us,us
2023-01-08T00:50:26.470Z,19.2016666666667,-155.679333333333,0.88,2.57,ml,42,75,,0.22,hv,hv73298822,2023-01-10T03:18:35.920Z,"16 km NNW of Wai‘ōhinu, Hawaii",earthquake,0.33,0.55,0.124903181747429,14,reviewed,hv,hv
2023-01-08T00:49:42.050Z,51.7957,-175.9533,212.1,2.8,ml,,,,0.44,ak,ak023d8ldaw,2023-01-26T01:20:26.969Z,"47 km E of Adak, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-08T00:32:41.379Z,36.2404,143.0013,10,4.5,mb,27,204,3.878,0.51,us,us7000j2vs,2023-01-09T00:07:31.040Z,"203 km ENE of Hasaki, Japan",earthquake,10.37,1.968,0.14,15,reviewed,us,us
2023-01-07T23:11:48.080Z,18.2691666666667,-67.1151666666667,22.64,2.79,md,20,81,0.05828,0.16,pr,pr71391533,2023-01-08T00:53:20.560Z,"0 km SSE of Espino, Puerto Rico",earthquake,0.36,0.67,0.245145596658636,17,reviewed,pr,pr
2023-01-07T23:00:34.024Z,7.5823,126.4929,145.576,4.9,mww,65,84,1.04,0.38,us,us7000j2vd,2023-01-08T22:37:01.107Z,"Mindanao, Philippines",earthquake,9.47,6.283,0.086,13,reviewed,us,us
2023-01-07T21:18:36.949Z,11.9644,92.6224,31.088,4.2,mb,23,150,0.329,0.49,us,us7000j2v1,2023-01-07T21:36:55.040Z,"31 km NNW of Bamboo Flat, India",earthquake,12.45,8.94,0.187,8,reviewed,us,us
2023-01-07T21:16:54.330Z,19.1998329162598,-155.380661010742,32.4599990844727,2.52,ml,45,162,,0.119999997,hv,hv73298742,2023-01-07T21:29:13.040Z,"10 km E of Pāhala, Hawaii",earthquake,0.53,0.829999983,4.02,5,automatic,hv,hv
2023-01-07T20:59:34.945Z,50.5111,155.2432,142.623,4.6,mb,98,100,3.015,0.72,us,us7000j2ux,2023-01-27T00:17:02.040Z,"65 km WSW of Severo-Kuril’sk, Russia",earthquake,9.26,5.539,0.033,270,reviewed,us,us
2023-01-07T20:23:20.447Z,-4.4409,144.2064,97.74,4.5,mb,42,103,3.985,0.98,us,us7000j2ut,2023-01-26T23:45:40.153Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,10.15,7.343,0.094,33,reviewed,us,us
2023-01-07T20:01:33.816Z,51.171,-179.2929,35,2.5,ml,14,218,0.487,0.42,us,us6000jj6v,2023-01-25T23:24:18.040Z,"200 km WSW of Adak, Alaska",earthquake,4.37,2.008,0.115,10,reviewed,us,us
2023-01-07T19:02:08.020Z,18.8863,-68.9785,62,3.82,md,19,206,0.4547,0.49,pr,pr2023007000,2023-01-26T23:37:06.040Z,"13 km SE of Miches, Dominican Republic",earthquake,4.49,3.41,0.21,8,reviewed,pr,pr
2023-01-07T18:51:36.545Z,-21.5795,-179.1652,582.979,4.6,mb,83,43,3.715,0.61,us,us7000j2uk,2023-01-07T19:17:56.040Z,"Fiji region",earthquake,10.51,4.751,0.055,98,reviewed,us,us
2023-01-07T17:36:44.626Z,50.1393,179.8411,10,3.1,ml,14,284,1.287,0.72,us,us7000j2vw,2023-01-26T00:43:11.758Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,7.08,2.024,0.097,14,reviewed,us,us
2023-01-07T16:40:24.908Z,-3.8105,133.4705,10,4.8,mb,40,88,1.507,0.94,us,us7000j2tu,2023-01-07T17:42:34.040Z,"216 km NNE of Tual, Indonesia",earthquake,5.67,1.697,0.107,27,reviewed,us,us
2023-01-07T16:39:22.120Z,37.4293333,-121.7856667,4.14,2.46,md,81,31,0.05792,0.08,nc,nc73829691,2023-01-12T22:11:15.983Z,"8km NNE of Alum Rock, CA",earthquake,0.1,0.31,0.133,76,reviewed,nc,nc
2023-01-07T16:18:57.351Z,-56.349,-27.4039,74.758,4.9,mb,27,112,5.585,0.54,us,us7000j2tv,2023-01-07T17:35:38.040Z,"South Sandwich Islands region",earthquake,12.71,6.271,0.097,33,reviewed,us,us
2023-01-07T15:30:35.535Z,-16.2467,-174.0051,183.894,5.3,mb,26,124,2.389,0.39,us,us7000j2tk,2023-01-07T15:44:36.040Z,"39 km SW of Hihifo, Tonga",earthquake,8.1,11.407,0.098,35,reviewed,us,us
2023-01-07T14:42:37.775Z,37.4697,141.6841,49.478,4.7,mb,30,174,2.932,0.53,us,us7000j2td,2023-01-09T20:06:51.590Z,"60 km E of Namie, Japan",earthquake,9.91,9.302,0.108,26,reviewed,us,us
